ADR,Organization-Project,primary_category,explanation,max_confidence_value
ADR033-redirect-http-for-applications.html.md,"('alphagov', 'paas-team-manual')",Security,"The ADR focuses on redirecting HTTP traffic to HTTPS to ensure secure communication, which directly relates to security attributes such as data protection and access control. The decision aims to enhance the security posture by enforcing encrypted connections and maintaining HSTS preload lists.",0.85
adr-005-forking-frontend-components-from-govuk-frontend.md,"('alphagov', 'publisher')",Maintainability,"The ADR discusses forking and isolating components to facilitate future updates and adherence to standards, which relates to the ease of modifying and maintaining the system. It emphasizes future-proofing and compatibility, core aspects of maintainability.",0.75
0004-pin-versions-of-jenkins-and-plugins.md,"('alphagov', 're-build-systems')",Maintainability,"The ADR emphasizes supporting a limited set of plugin versions, maintaining a release cycle, and documenting upgrade processes. These aspects relate to the system's ease of modification, manageability, and ensuring consistent updates, which are core concerns of maintainability.",0.5
adr-003-popularity-updating-without-index-locks.md,"('alphagov', 'search-api')",Performance,"The ADR discusses optimizing the process of updating index data by avoiding locks and using external versioning strategies, which directly impacts the system's performance and efficiency during reindexing operations.",0.85
0003-use-files-to-store-private-keys copy.md,"('alphagov', 'verify-onboarding-prototypes')",Security,"The ADR discusses handling private keys for signing and decrypting authentication responses, which directly relates to security concerns such as confidentiality and secure key management.",0.85
20190327-hashing-attributes.md,"('alphagov', 'verify-proxy-node')",Observability,"The ADR emphasizes logging a secure hash of user attributes and monitoring for mismatches to detect potential security breaches or malicious activities. This focus on externalized system monitoring, metrics, and alerting aligns closely with the 'Observability' quality attribute, which encompasses logging, monitoring, and tracing to infer internal system states.",0.8
0021-we-will-use-http-200-for-valid-saml.md,"('alphagov', 'verify-service-provider')",Compatibility,"The ADR primarily discusses the handling of SAML responses and HTTP status codes, focusing on functional behavior and API communication protocols. It does not reference or imply any non-functional quality attributes such as performance, security, or scalability.",0.4
0024-release-process-for-verify-service-provider.md,"('alphagov', 'verify-service-provider')",Security,"The ADR emphasizes making the release process more secure by signing artifacts, which directly relates to protecting software integrity and preventing unauthorized modifications. The focus on signing artifacts to ensure trust and security for relying parties indicates a primary concern with security attributes.",0.75
0010-shape-annotation-types.md,"('aml-org', 'amf')",Primarily Functional,"The ADR focuses on adding annotation types to enable source tracking and model inference, which are structural and metadata-related decisions rather than quality attributes. There is no explicit or implied reference to non-functional quality attributes such as performance, security, reliability, or usability.",1.0
0009-source-information-node-storing-source-locations.md,"('aml-org', 'amf-core')",Observability,"The ADR primarily discusses a structural change to include source location metadata within the model, focusing on how source information is stored and rendered. It does not reference or imply any non-functional quality attributes such as performance, security, reliability, or usability.",0.55
0004-keep-qa-and-devs-html-selectors-separate.md,"('anilewek', 'adr')",Testability,"The ADR primarily discusses organizational and technical decisions related to maintaining separate sets of UI selectors for development and QA teams. It does not reference any non-functional quality attributes such as performance, security, reliability, or usability. The focus is on functional aspects of selector management and organizational practices.",0.25
ADR-20-explorer-settings-panel-architecture.md,"('anilewek', 'adr')",Primarily Functional,"The ADR primarily describes the architectural organization and modular structure of the Settings Panel, focusing on how components are instantiated, configured, and interact. It emphasizes scalability, testability, and maintainability of the system's architecture rather than specific quality attributes. There are no explicit or implied references to non-functional quality attributes such as performance, security, reliability, or usability.",0.95
ADR-32-wearable-committee-reverts.md,"('anilewek', 'adr')",Security,"The ADR primarily discusses the process of versioning and validation of wearable data, focusing on how to ensure the integrity and correctness of the data through hashing mechanisms. It does not explicitly reference any non-functional quality attributes such as performance, security, or scalability, but rather concentrates on functional correctness and validation procedures.",0.2
ADR-43-catalyst-api-refinment.md,"('anilewek', 'adr')",Performance,"The ADR primarily discusses optimizing API responses to reduce data transfer costs and improve synchronization and bootstrapping times, which directly relate to system performance and resource utilization.",0.85
ADR-46-royalties-manager-v1.md,"('anilewek', 'adr')",Compatibility,"The ADR primarily describes a functional aspect of the system—specifically, how to determine the royalties receiver based on on-chain data and interfaces. It does not reference non-functional quality attributes such as performance, security, or usability.",0.4
0003-cqrs.md,"('anton-liauchuk', 'educational-platform')",Performance,"The ADR emphasizes optimizing read and write operations separately, which directly relates to system performance and efficiency. By implementing CQRS, the system aims to improve responsiveness and throughput for different types of operations, indicating a focus on performance optimization.",0.85
0003-distributed-workqueue.md,"('apache', 'james-project')",Performance,"The ADR discusses the implementation of a distributed work queue, focusing on how tasks are managed and executed across nodes, with specific attention to serial processing and resource utilization (e.g., message prefetching). These aspects relate to how efficiently the system handles task execution and resource management, which aligns with performance efficiency considerations.",0.75
0005-distributed-task-termination-ackowledgement.md,"('apache', 'james-project')",Observability,"The ADR discusses broadcasting events related to task termination, which implies monitoring, event logging, and system observability to track internal states and events across distributed nodes.",0.8
0024-polyglot-strategy.md,"('apache', 'james-project')",Performance,"The ADR discusses implementing polyglot components and mailets in Scala to modernize the codebase and leverage the language's functional programming ecosystem. This decision impacts system performance, especially considering the potential effects on build times and runtime efficiency, which are core aspects of performance efficiency.",0.75
0026-removing-configured-additional-mailboxListeners.md,"('apache', 'james-project')",Maintainability,"The ADR primarily discusses implementing an event sourcing mechanism to track and manage mailbox listener groups, which relates to system modifiability, auditability, and ease of future changes. It emphasizes maintaining a clear, auditable state of configuration, which aligns with maintainability concerns.",0.6
0028-Recompute-mailbox-quotas.md,"('apache', 'james-project')",Maintainability,"The ADR describes implementing a corrective task to recompute mailbox quotas, which involves modifying and maintaining the system's internal data consistency. This focus on system upkeep, correction, and ease of future modifications aligns with maintainability attributes.",0.6
0035-distributed-listeners-configuration.md,"('apache', 'james-project')",Observability,"The ADR discusses monitoring and managing mailbox listeners, including health checks, topology change broadcasts, and resource synchronization with RabbitMQ. These aspects relate to system observability, as they involve external outputs, metrics, and monitoring mechanisms to ensure system health and proper operation.",0.8
0042-applicative-read-repairs.md,"('apache', 'james-project')",Reliability,"The ADR discusses mechanisms for maintaining data consistency and auto-healing in a distributed system, specifically through read repairs, which are aimed at ensuring system reliability and correctness over time despite eventual consistency challenges.",0.8
0050-jmap-web-push.md,"('apache', 'james-project')",Security,"The ADR discusses web push notifications, which involve encryption, message security, and privacy considerations, especially with references to RFC-8291 and encryption libraries. These aspects relate to protecting data in transit and ensuring secure communication channels, aligning with the Security quality attribute.",0.6
0003-have-the-master-documentation-in-the-readme.md,"('arachne-framework', 'architecture')",Usability,"The ADR emphasizes the importance of the README as a primary entry point for new users or team members to understand, set up, and start working with the system. This focus on ease of onboarding, clarity, and accessibility aligns with the quality attribute of Usability, which concerns how effectively and efficiently users can achieve their goals with the system.",0.65
0003-monitor-condition-and-data-selectors.md,"('arachne-framework', 'architecture')",Usability,"The ADR primarily addresses how data is exposed and selected within the user interface, emphasizing ease of use and clarity for users configuring integrations. It discusses interface design considerations, such as making data selection intuitive and reducing the need for users to consult external documentation, which aligns with usability concerns.",0.6
0019-GPIO.md,"('arachne-framework', 'architecture')",Primarily Functional,The ADR primarily addresses a decision about which types of device integrations (specifically GPIO-based) are accepted or deprecated within the system. It focuses on functional aspects of system capabilities and supported interfaces rather than non-functional quality attributes.,0.45
adr-015-data-abstraction-model.md,"('arachne-framework', 'architecture')",Performance,"The ADR emphasizes the need for a common data abstraction layer that supports multiple backends and ensures efficient data manipulation across diverse storage systems. The focus on supporting various database types and enabling flexible, performant data operations suggests a concern with system responsiveness and resource utilization, which aligns with Performance Efficiency.",0.75
0010-archivematica-original-design-principles.md,"('archivematica', 'archivematica-architectural-decisions')",Performance,"The ADR emphasizes the generation of system-independent, self-documenting AIPs and the use of configurable preservation actions, which relate to system performance in processing, generating, and managing digital objects efficiently. The focus on long-term preservation and system integration also implies considerations of resource utilization and operational efficiency.",0.75
0006-use-row-level-security-in-postgres-to-implement-multitenancy.md,"('avniproject', 'openchs-adr')",Security,"The ADR emphasizes the use of Postgres RLS (Row-Level Security) policies to enforce multitenancy, which directly relates to protecting data access and ensuring that organizations cannot view or modify each other's data. This focus on access control and data protection aligns with the security quality attribute.",0.7
0004-api-key.md,"('awslabs', 'aws-sync-routes')",Security,"The ADR emphasizes restricting access to an API endpoint using API keys, which directly relates to security concerns such as access control and protection against unauthorized use. The focus on limiting access to sensitive operations indicates a concern for system security.",0.85
adr-0002-backend-language-framework.md,"('azavea', 'pfb-network-connectivity')",Maintainability,"The ADR emphasizes using familiar frameworks (Django and Django Rest Framework) to facilitate development efficiency, flexibility, and future modifications. The focus on leveraging existing solutions and the team's familiarity suggests a concern with ease of maintenance, adaptability, and reducing complexity over time.",0.6
2019-05-09-modular-architecture.md,"('bbc', 'digital-paper-edit-client')",Performance,"The ADR discusses architectural organization choices that impact system responsiveness, build efficiency, and deployment processes, which are closely related to performance efficiency. While it touches on modularity and separation, the core concern is how the architecture influences the system's operational performance, such as build times, deployment speed, and runtime responsiveness.",0.65
2019-09-28-time-estimation-for-links.md,"('bbc', 'digital-paper-edit-client')",Primarily Functional,"The ADR primarily discusses a functional approach to estimating voice over time using a words-per-minute calculator, focusing on the implementation method rather than system qualities like performance or security.",0.4
ADR-003-handling-duplicate-node-ids.md,"('bbc', 'lrud')",Primarily Functional,"The ADR primarily discusses a design decision related to the handling of node IDs within a data structure, focusing on internal data management and API behavior. It does not reference or imply any non-functional quality attributes such as performance, security, reliability, or usability.",0.55
2018-10-02-component-fonts.md,"('bbc', 'react-transcript-editor')",Compatibility,"The ADR primarily discusses font choices and inheritance strategies for a component, focusing on visual presentation rather than non-functional quality attributes. There is no explicit or implied reference to performance, security, reliability, scalability, usability, portability, compatibility, observability, or testability.",0.2
geocoder.md,"('bcgov', 'PIMS')",Usability,"The ADR focuses on improving user experience by enabling easier, more accurate data entry and verification through integration with the Geocoder API. It emphasizes usability enhancements such as reducing manual effort, minimizing errors, and providing better address validation, which are core aspects of usability.",0.7
0012-can-t-use-esbuild.md,"('ben-biddington', 'news')",Compatibility,"The ADR primarily discusses technical build issues related to the use of esbuild, such as runtime errors, external dependencies, and build configuration. It does not reference or imply any non-functional quality attributes like performance, security, reliability, or others. The focus is on resolving build tooling problems rather than system qualities.",0.45
0003-use-typescript.md,"('benjamminj', 'portfolio')",Maintainability,"The ADR emphasizes benefits related to refactoring, documentation, and productivity improvements facilitated by adopting TypeScript. These aspects directly relate to maintainability, as they improve the ease of modifying and understanding the system over time.",0.6
0018-backwards-differential-solver.md,"('biosustain', 'Maud')",Performance,"The ADR discusses the stability and speed of different ODE solvers, focusing on improving the efficiency and stability of system performance during numerical computations. The decision to revert to a more stable solver emphasizes performance considerations, particularly in handling larger systems efficiently.",0.85
adr_python-dev-env.md,"('boxwise', 'boxtribute')",Testability,"The ADR emphasizes code maintainability through decisions about testing, formatting, linting, and environment setup, all of which directly impact how easily the codebase can be modified and maintained over time.",0.8
0004-layered-architecture.md,"('budproj', 'architecture-decision-log')",Maintainability,"The ADR primarily describes the structural organization of the system into layers, focusing on architectural pattern and modularity rather than specific quality attributes. It does not explicitly mention or imply non-functional requirements such as performance, security, or scalability.",0.4
007-package-repository.md,"('budproj', 'unfinished-design-system')",Primarily Functional,"The ADR primarily discusses the choice of a package repository platform (GitHub Packages) based on factors like ease of setup, existing experience, and deployment considerations. It does not reference or imply any specific quality attributes such as performance, security, reliability, or others. The focus is on functional aspects related to deployment options rather than non-functional quality attributes.",0.55
0010-jpa-manages-schema.md,"('buildit', 'bookit-api')",Maintainability,"The ADR discusses managing database schema updates and the implications of using Hibernate's ddl-auto feature, which directly impacts how easily the system can be maintained and evolved over time. It addresses schema management practices, potential risks, and future considerations, all of which relate to maintainability.",0.6
0005-use-aws-rds-aurora-mysql-for-database-persistence.md,"('buildit', 'digitalrig-metal-aws')",Performance,"The ADR emphasizes AWS RDS Aurora MySQL's performance benefits, such as better performance and high availability, indicating a focus on system performance and resource utilization.",0.75
6_package-module-support.md,"('button-inc', 'service-development-toolkit')",Compatibility,"The ADR primarily discusses module packaging formats and support strategies without referencing any non-functional quality attributes such as performance, security, reliability, or usability. It focuses on functional compatibility and support for different module systems rather than quality attributes.",0.8
zindex-values.md,"('cbinsights', 'form-design-system')",Maintainability,"The ADR establishes standards and guidelines for managing z-index values, which directly impacts the ease of maintaining consistent stacking behavior across the application. It emphasizes defining clear rules and ranges for layering, which relates to how easily the system can be modified or extended without introducing stacking conflicts.",0.75
adr-003-abci-app-rpc.md,"('celestiaorg', 'celestia-core')",Primarily Functional,"The ADR primarily discusses the architectural decision regarding whether to expose an RPC server for ABCI apps. It focuses on functional aspects such as interface design, standardization, and code reuse, without explicit reference to non-functional quality attributes like performance, security, or reliability.",0.98
adr-020-block-size.md,"('celestiaorg', 'celestia-core')",Performance,"The ADR primarily discusses size limits on blocks and transactions to optimize resource usage and ensure efficient processing during consensus, which directly relates to performance efficiency. It focuses on bounding resource consumption (block size, memory, unmarshaling) to maintain system performance.",0.85
adr-021-abci-events.md,"('celestiaorg', 'celestia-core')",Performance,"The ADR discusses modifications to how events are returned and indexed, aiming to improve query capabilities and tracking of multiple events. These changes are primarily about optimizing the system's ability to handle and retrieve event data efficiently, which relates to performance efficiency.",0.75
adr-051-double-signing-risk-reduction.md,"('celestiaorg', 'celestia-core')",Reliability,"The ADR focuses on reducing the risk of double signing incidents, which directly impacts the system's fault tolerance and ability to perform correctly under specified conditions. It aims to prevent validator misbehavior that could compromise system correctness and availability, aligning with reliability attributes.",0.85
adr-055-protobuf-design.md,"('celestiaorg', 'celestia-core')",Performance,"The ADR emphasizes transitioning to Protobuf to improve performance and tooling support, highlighting performance as a key concern.",0.85
adr-056-light-client-amnesia-attacks.md,"('celestiaorg', 'celestia-core')",Reliability,"The ADR discusses mechanisms for detecting, proving, and handling malicious behavior (amnesia attacks) that threaten the correctness and consistency of the system. It emphasizes fault detection, evidence collection, and response strategies, which are core aspects of reliability, particularly fault tolerance and recoverability.",0.85
adr-060-go-api-stability.md,"('celestiaorg', 'celestia-core')",Maintainability,"The ADR primarily discusses the organization and exposure of internal and public APIs, including the use of internal directories and the management of API stability and backward compatibility. These decisions directly impact how easily the system can be maintained and evolved over time.",0.75
adr-062-p2p-architecture.md,"('celestiaorg', 'celestia-core')",Performance,"The ADR emphasizes redesigning the P2P architecture to improve message scheduling, backpressure handling, and performance, notably through the use of message passing, queues, and scheduling policies. These aspects directly relate to performance efficiency, as they aim to optimize message throughput, latency, and resource utilization.",0.85
adr-064-batch-verification.md,"('celestiaorg', 'celestia-core')",Performance,"The ADR focuses on optimizing the verification process by implementing batch verification, which directly impacts the system's performance by reducing verification time and resource utilization during consensus and synchronization processes.",0.85
adr-067-mempool-refactor.md,"('celestiaorg', 'celestia-core')",Performance,"The ADR discusses enhancing the mempool to support transaction prioritization, efficient reaping, and gossiping based on transaction priority, which directly impacts the system's throughput, responsiveness, and resource utilization. These are core aspects of performance efficiency.",0.85
adr-068-reverse-sync.md,"('celestiaorg', 'celestia-core')",Performance,"The ADR discusses extending the state sync protocol to fetch, verify, and store historical light blocks, which directly impacts the system's ability to efficiently participate in consensus and validate evidence. This involves optimizing data retrieval and verification processes to ensure timely participation, indicating a focus on performance efficiency.",0.75
adr-007-header-commit-to-shares.md,"('celestiaorg', 'optimint')",Performance,"The ADR discusses mechanisms to optimize data commitment and verification processes in rollup blocks, such as appending headers as footers and downloading specific shares, which are aimed at improving efficiency and resource utilization during data validation and synchronization.",0.75
0003-choice-of-react.md,"('change-metrics', 'monocle')",Usability,"The ADR emphasizes providing a client software that is easily consumable via a web browser, highlighting concerns related to user experience, accessibility, and ease of use. The choice of React is motivated by its popularity, community support, and ability to facilitate building complex UIs, all of which are aligned with usability considerations.",0.4
adr-2018-10-04.md,"('chef', 'automate')",Maintainability,"The ADR discusses the use of human-readable names, display names, and UUIDs, focusing on how identifiers are managed, renamed, and maintained over time. It emphasizes consistency, standardization, and handling of renames and deletions, which are aspects related to the system's maintainability, especially in terms of data management and API design.",0.6
0008-use-linter-for-css.md,"('chunksnbits', 'tooling')",Maintainability,"The ADR focuses on establishing tooling support (stylelint) and a CSS styleguide (BEM) to enforce consistent coding standards, which directly relates to improving the maintainability of CSS code by making it easier to read, modify, and enforce standards across the team.",0.8
0005-implement-minimal-api-abstracting-grimoire.md,"('cljdoc', 'cljdoc')",Maintainability,"The ADR focuses on implementing a minimal cache API to improve ease of use, extensibility, and future modifications of the system. It discusses data format, versioning, and regeneration, which are related to system adaptability and ease of maintenance rather than performance, security, or scalability.",0.6
0008-implement-workarounds-for-capi-and-log-cache-to-unblock-global-strict-mtls.md,"('cloudfoundry', 'cf-k8s-networking')",Security,The ADR primarily addresses issues related to establishing secure communication channels (mTLS) and handling incompatibilities that affect security protocols. The focus on enabling strict mTLS and managing insecure communication workarounds directly pertains to system security and data protection.,0.85
0004-v7-push-refactor.md,"('cloudfoundry', 'cli')",Maintainability,"The ADR primarily discusses refactoring the codebase to improve modularity, testability, and ease of adding new features, which are core aspects of maintainability. It emphasizes splitting complex functions into smaller, testable units and organizing code into sequences of functions, thereby enhancing the system's maintainability.",0.75
0010-renaming-space-application-suporter-role-to-space-supporter.md,"('cloudfoundry', 'cloud_controller_ng')",Maintainability,"The ADR primarily discusses a structural change related to database schema and versioning strategy, with no explicit or implied focus on system quality attributes such as performance, security, reliability, or usability. It centers on operational and maintenance considerations rather than non-functional qualities.",0.4
0004-check-in-copilot-dependencies-that-were-already-vendored.md,"('cloudfoundry-attic', 'copilot')",Maintainability,"The ADR primarily discusses a process change related to dependency management and build procedures, with no explicit or implied reference to system quality attributes such as performance, security, reliability, or usability.",0.4
0007-frame-vs-scale.md,"('contiamo', 'operational-visualizations')",Performance,"The ADR discusses issues related to data ordering, rendering accuracy, and handling of missing data in chart visualization, which directly impact the system's performance efficiency—specifically, its ability to accurately and efficiently render visualizations without artifacts like twists or knots. The focus on sorting, iteration, and data consistency points to concerns about how efficiently the system processes and visualizes data, rather than purely functional or other non-functional attributes.",0.75
adr-004-split-denomination-keys.md,"('cosmos', 'cosmos-sdk')",Performance,"The ADR emphasizes optimizing the storage and retrieval of account balances by storing balances per account and per denomination, enabling O(1) read and write access. This focus on improving access efficiency directly relates to performance efficiency attributes.",0.85
adr-006-secret-store-replacement.md,"('cosmos', 'cosmos-sdk')",Security,"The ADR focuses on enhancing the security of key material and metadata by replacing a plain text storage with a more secure secret store abstraction, directly addressing confidentiality and protection against unauthorized access.",0.9
adr-020-protobuf-transaction-encoding.md,"('cosmos', 'cosmos-sdk')",Performance,"The ADR primarily discusses the encoding, serialization, and signing of transactions using Protocol Buffers and 'Any' types, focusing on efficiency, resource utilization, and minimizing transaction size and malleability. These aspects directly relate to performance efficiency, especially in cross-chain and client compatibility contexts.",0.75
adr-029-fee-grant-module.md,"('cosmos', 'cosmos-sdk')",Security,"The ADR describes a module that grants accounts the ability to spend fees on behalf of others, involving access control and authorization mechanisms. This directly relates to security concerns such as protecting account balances and ensuring proper permissions are enforced.",0.8
adr-044-protobuf-updates-guidelines.md,"('cosmos', 'cosmos-sdk')",Maintainability,"The ADR primarily discusses guidelines for updating and maintaining Protobuf definitions, including versioning, deprecation, and renaming policies, which are aspects related to the maintainability of the system's data schemas. Although it references compatibility and backward compatibility, these are sub-aspects of maintainability, focusing on ease of evolution and clarity of the data definitions.",0.75
adr-015-ibc-packet-receiver.md,"('cosmos', 'ibc-go')",Performance,"The ADR discusses modifications to the transaction processing flow, including early termination of message loops upon certain result codes (`IsBreak()`), and the handling of state changes during packet processing. These aspects relate to optimizing the system's throughput and responsiveness, which are core concerns of performance efficiency.",0.75
0004-hexagonal-architecture-for-applications.md,"('croz-ltd', 'klokwrk-project')",Testability,"The ADR emphasizes improved architecture that supports testability, modularity, and clear structure, which are core aspects of maintainability. It explicitly mentions improving testability, structure, and artifacts, aligning closely with maintainability attributes.",0.8
0003-authenticate-frontstage-users-azure-b2c.md,"('cxpartners', 'sepa-customer-platform')",Primarily Functional,"The ADR primarily discusses a functional decision regarding the authentication flow and user experience, with no explicit or implied references to non-functional quality attributes such as performance, security, reliability, or maintainability. While security considerations are mentioned, they are part of the functional decision context rather than a focus on system quality attributes.",0.85
0003-for-machine-learning-select-a-vendor-specific-stack-of-a-general-stack.md,"('cyrilbois', 'developer-playbook')",Portability,"The ADR primarily discusses the selection of a vendor-specific or portable machine learning infrastructure, focusing on operational considerations such as speed, portability, and management rather than explicit quality attributes like performance, security, or reliability.",0.3
API-010-appcallback-versioning.md,"('dapr', 'dapr')",Primarily Functional,"The ADR focuses solely on a functional aspect—whether to implement API versioning—without referencing any non-functional quality attributes such as performance, security, or maintainability. It discusses the feasibility and design choices related to API versioning but does not imply any specific quality attribute.",1.0
0004-use-client-side-rendering-create-react-app.md,"('dennisseidel', 'saas-platform-frontend')",Performance,"The ADR explicitly mentions performance considerations, such as addressing performance concerns related to client-side rendering and SEO, indicating a focus on how efficiently the system performs its functions, especially in terms of load times and responsiveness.",0.85
0011-persistent-user-identity-proposal,"('department-of-veterans-affairs', 'va.gov-team')",Maintainability,"The ADR discusses refactoring and restructuring data models related to user identity management, which directly impacts the system's maintainability by improving clarity, modularity, and ease of updates.",0.6
0002-choice-of-auth-provider.md,"('digirati-co-uk', 'bfi-discovery')",Security,"The ADR discusses selecting an authentication provider, which directly relates to security concerns such as user authentication, access control, and protection of user data. The decision revolves around how to securely manage user identities and access, making 'Security' the most relevant quality attribute.",0.85
ADR Folder structure.md,"('djsing', 'ELEN4010')",Maintainability,"The ADR primarily addresses the organization and structure of the project’s folder hierarchy, which impacts how easily the system can be maintained, refactored, and extended over time. It discusses the benefits and risks of a fixed versus emergent structure, and emphasizes the need for discipline and documentation to ensure ongoing maintainability.",0.75
0008-location-of-testing-features.md,"('dogmatiq', 'dogma')",Primarily Functional,"The ADR primarily discusses the organizational and versioning structure of testing features within modules, focusing on modularity and maintainability rather than system performance, security, or other quality attributes. It does not reference any non-functional quality attributes explicitly or implicitly.",0.95
ADR-0006.md,"('dtr-org', 'unit-e-project')",Maintainability,"The ADR primarily discusses adopting a coding style guide to improve code readability, consistency, and ease of maintenance. It emphasizes formatting standards, which directly impact the maintainability of the codebase.",0.8
0002-use-bullet-to-catch-nplus1-queries.md,"('dxw', 'dalmatian-frontend')",Performance,"The ADR focuses on preventing inefficient database queries that can negatively impact application response times, directly relating to system performance and resource utilization.",0.85
0008-use-different-aws-account-for-interacting-with-infrastructure-variables.md,"('dxw', 'dalmatian-frontend')",Maintainability,"The ADR discusses managing complexity within the application, specifically handling multiple AWS client types and the resulting layered complexity. This focus on how easily the system can be modified, understood, and maintained aligns with the maintainability attribute.",0.75
0005-use-dotenv-for-managing-environment-variables.md,"('dxw', 'rails-template')",Testability,"The ADR primarily discusses managing environment variables to improve code robustness, testing, and configuration consistency, which are aspects related to maintainability. It emphasizes central management, testing support, and ease of configuration, all of which contribute to the maintainability of the system.",0.8
0013-use-normalize-css-to-normalize-styles-across-browsers.md,"('dxw', 'react-template')",Usability,"The ADR focuses on normalizing styles across browsers to ensure consistent visual presentation, which directly impacts the user experience and interface quality. While it does not explicitly mention performance or security, the primary concern is improving the usability and consistency of the interface for users.",0.6
0005-use-this-repo-as-source-of-setup-scripts.md,"('dxw', 'wordpress-template')",Primarily Functional,"The ADR primarily discusses organizational and procedural decisions regarding repository management and source of files, without referencing any non-functional quality attributes such as performance, security, or usability.",0.6
003-editor.md,"('ec-europa', 'europa-component-library')",Maintainability,"The ADR discusses organizational and structural decisions regarding CSS rule management, such as creating separate packages, presets, and the use of mixins to improve clarity, modularity, and ease of maintenance. These choices directly impact how easily the system can be modified, extended, and maintained over time.",0.75
0007 - Nd4j classifiers.md,"('eclipse', 'deeplearning4j')",Maintainability,"The ADR discusses the flexibility and complexity involved in configuring and linking different library extensions, which impacts how easily the system can be modified, extended, or maintained. It emphasizes managing dependencies and build configurations, aligning with maintainability concerns.",0.6
0007-configuration_objects.md,"('eclipse', 'deeplearning4j')",Maintainability,"The ADR primarily discusses the introduction of a configuration holder with a builder pattern to manage complex parameters across multiple operations, which directly impacts how the system is maintained and extended. It emphasizes reusability, modularity, and ease of modification, all of which are core aspects of maintainability.",0.75
0009-aliasing.md,"('eclipse', 'deeplearning4j')",Compatibility,"The ADR primarily discusses the implementation of an aliasing mechanism for API functions, focusing on how to reference and invoke existing operations across namespaces. It does not mention or imply any non-functional quality attributes such as performance, security, reliability, or usability. The decision is centered on functional behavior—adding aliasing capability—without reference to system qualities.",0.5
DADR-0004-signal-enrichment.md,"('eclipse', 'ditto')",Performance,"The ADR discusses the impact of a new feature on throughput and scalability, indicating a concern with how system performance is affected by different implementation approaches. The focus on payload size, deserialization effort, and caching strategies directly relates to system efficiency and resource utilization.",0.85
0003-double-encoded-urls.md,"('eclipse', 'winery')",Primarily Functional,"The ADR primarily discusses URL encoding strategies and their implications, focusing on functional aspects such as URL formatting and security considerations related to encoding. It does not explicitly reference or imply any non-functional quality attributes like performance, security, or scalability beyond encoding security concerns. Therefore, it is best classified as a functional decision.",0.8
0014-use-eclipse-orion-as-editor.md,"('eclipse', 'winery')",Primarily Functional,"The ADR primarily discusses the choice of an IDE/editor (Eclipse Orion) based on functional criteria such as syntax highlighting, browser compatibility, and existing usage in the project. There is no explicit or implied reference to non-functional quality attributes like performance, security, reliability, or scalability.",0.45
0019-version-in-the-name.md,"('eclipse', 'winery')",Primarily Functional,"The ADR primarily discusses a versioning strategy for TOSCA elements, focusing on how to encode version information within the system's artifacts to ensure compliance and ease of identification. It does not reference or imply any non-functional quality attributes such as performance, security, reliability, or usability.",0.8
0004-Feature-Flags.md,"('edgexfoundry', 'edgex-docs')",Testability,"The ADR primarily discusses a decision about whether to implement feature flags and how to manage feature toggling via configuration, focusing on functional aspects of feature control rather than non-functional quality attributes. There is no explicit or implied reference to performance, security, reliability, or other quality attributes.",0.25
0009-persistence-and-retries-for-events.rst,"('edx', 'event-routing-backends')",Reliability,"The ADR emphasizes retry mechanisms, persistence of failed events, and scheduled re-transmission, all of which are directly related to system fault tolerance, recoverability, and ensuring consistent operation despite failures. These aspects are core to the reliability attribute.",0.9
0004_iso8601vsEpoch.md,"('eikek', 'docspell')",Performance,"The ADR emphasizes the choice of date-time transfer format based on performance considerations, specifically the ease of computation and processing in the Elm application, which benefits from numeric timestamps over string parsing. This indicates a focus on system performance and efficiency.",0.8
0003-associations.md,"('elastic', 'cloud-on-k8s')",Primarily Functional,"The ADR primarily discusses modeling associations between resources and the implications for resource management, referencing specific resource types and their relationships. It does not explicitly or implicitly address non-functional quality attributes such as performance, reliability, security, maintainability, scalability, usability, portability, compatibility, observability, or testability. Instead, it focuses on functional aspects of resource associations and their management strategies.",1.0
0007-make-monitoring-forwarders-storage-independent.md,"('elastisys', 'compliantkubernetes')",Performance,"The ADR emphasizes buffering, storage resilience, and the ability to redeploy forwarders quickly, which directly impacts the system's responsiveness and robustness in handling monitoring data. The focus on ensuring monitoring resilience and quick recovery aligns with performance efficiency attributes, particularly in terms of system responsiveness and resource utilization.",0.75
0004-elife-user.md,"('elifesciences', 'elife-base-images')",Primarily Functional,"The ADR primarily addresses user and process permissions, ownership, and operational procedures related to file and container management. It does not explicitly mention or imply any non-functional quality attributes such as performance, security, reliability, or scalability. The focus is on operational and security best practices without detailed discussion of system qualities.",0.95
0009-supported-python-versions-containers.md,"('elifesciences', 'tech-team')",Performance,"The ADR discusses potential performance impacts due to adding an additional abstraction layer, indicating a concern with system responsiveness and overhead. Although it also touches on modularity and abstraction, the explicit mention of performance overhead suggests that performance efficiency is a primary concern.",0.75
0008-virtual-platform-as-mediator-pattern.md,"('embvm', 'embvm-core')",Compatibility,"The ADR primarily discusses build system configuration and include directory management without referencing any non-functional quality attributes such as performance, security, reliability, or usability. It focuses on procedural and structural aspects of the build process rather than system qualities.",0.45
